date,city,latitude,longitude,users,sessions,newUsers
2017-12-26,Livingston,55.9007,-3.5181,2,2,2
2018-01-04,(not set),0,0,5,6,3
2020-04-28,Greenock,55.9533,-4.772,1,1,1
2019-07-16,Edinburgh,55.9533,-3.1883,100,132,68
2019-11-28,Stirling,56.1168,-3.9369,6,6,4
2017-01-20,Perth,56.395,-3.4308,1,1,0
2017-04-28,Clydebank,55.9007,-4.4048,1,1,1
2018-05-02,Hamilton,55.7776,-4.0537,1,1,1
2018-12-20,Glasgow,55.8642,-4.2518,40,42,23
2019-06-19,North Berwick,56.0584,-2.7196,1,1,1
2019-08-08,Musselburgh,55.9392,-3.0539,5,6,3
2018-12-08,Perth,56.395,-3.4308,4,4,2
2018-06-29,Paisley,55.8473,-4.4401,1,1,0
2019-03-15,Alloa,56.1168,-3.7919,1,1,1
2017-03-31,(not set),0,0,4,4,3
2019-04-30,(not set),0,0,8,9,6
2018-03-12,Renfrew,55.8753,-4.3915,1,1,0
2019-02-10,Edinburgh,55.9565,-3.1883,36,47,20
2019-05-08,Glasgow,55.8622,-4.2518,89,98,60
2019-02-12,Barrhead,55.7967,-4.3977,1,1,1
2019-06-10,Alexandria,56.0019,-4.5789,1,2,0
2020-02-21,(not set),0,0,15,18,10
2019-02-03,Hamilton,55.7776,-4.0537,3,4,3
2019-06-01,Aberdeen,57.1497,-2.0943,5,6,4
2017-11-12,Kirkintilloch,55.9457,-4.1562,2,2,1
2018-09-01,Greenock,55.9565,-4.772,1,1,1
2017-08-29,(not set),0,0,5,5,2
2017-07-03,Kilmarnock,55.6116,-4.4988,2,2,1
2019-11-30,Rutherglen,55.829,-4.2243,1,1,1
2018-01-17,Musselburgh,55.9419,-3.0539,3,3,2
2017-10-23,Dundee,56.462,-2.9707,2,2,1
2017-06-27,Renfrew,55.8753,-4.3915,1,1,1
2017-03-28,Biggar,55.6116,-3.524,1,6,0
2016-10-12,Irvine,55.6234,-4.6696,1,1,1
2019-07-22,Livingston,55.9007,-3.5181,9,9,6
2017-02-17,Glasgow,55.8642,-4.2518,72,78,65
2019-12-29,Falkirk,56.0019,-3.7839,1,1,1
2019-09-18,Motherwell,55.7776,-3.9811,1,1,1
2020-01-30,Inverurie,57.2835,-2.374,1,1,1
2016-12-01,Inverness,57.4778,-4.2243,3,3,2
2017-12-24,Perth,56.395,-3.4308,2,2,1
2018-08-16,Dunfermline,56.0717,-3.4522,2,2,1
2018-11-08,(not set),0,0,4,4,2
2017-01-17,Dunfermline,56.0717,-3.4522,8,10,6
2018-05-30,Glenrothes,56.2008,-3.1599,1,1,1
2017-01-02,Dunfermline,56.0717,-3.4522,1,1,0
2019-05-15,Dumbarton,55.9453,-4.5646,2,2,2
2017-03-05,Dumbarton,55.9453,-4.5646,1,1,1
2016-12-02,Bellshill,55.8157,-4.0265,2,2,2
2016-11-04,Edinburgh,55.9533,-3.1883,34,36,18
2018-10-26,Coatbridge,55.8622,-4.0193,1,1,1
2017-11-22,North Berwick,56.0584,-2.7196,1,1,0
2017-12-16,Dundee,56.462,-2.9707,3,3,3
2017-08-25,Musselburgh,55.9419,-3.0539,2,2,2
2018-02-14,Kirkintilloch,55.9419,-4.1562,1,1,1
2017-10-30,East Kilbride,55.7644,-4.177,1,2,1
2018-01-15,Motherwell,55.7832,-3.9839,1,1,1
2017-03-14,Alloa,56.1141,-3.7919,1,1,1
2018-06-14,East Kilbride,55.7644,-4.177,1,2,1
2017-01-12,Hamilton,55.7776,-4.0537,1,1,1
2019-04-16,(not set),0,0,9,12,6
2019-11-19,Peebles,55.6559,-3.1936,1,1,1
2019-08-21,St Andrews,56.3398,-2.7967,1,1,1
2018-12-08,Kilmarnock,55.6147,-4.4988,1,1,0
2020-01-22,Hamilton,55.7832,-4.0537,6,6,5
2018-11-22,Alexandria,56.0019,-4.5789,1,1,1
2019-08-07,Livingston,55.9001,-3.5181,3,3,3
2017-08-29,Inverurie,57.2835,-2.374,1,1,1
2018-07-10,Dumfries,55.0709,-3.6051,1,1,0
2017-11-26,Montrose,56.7069,-2.4661,1,1,0
2017-02-11,Dumbarton,55.9392,-4.5646,1,1,0
2020-02-08,Rutherglen,55.829,-4.2247,1,1,1
2017-09-04,St Andrews,56.3398,-2.7967,1,1,1
2017-09-05,Falkirk,56.0019,-3.7839,1,1,0
2019-11-01,Rutherglen,55.829,-4.2247,4,5,3
2017-05-14,Aberdeen,57.1497,-2.0943,3,4,1
2016-09-30,Fort William,56.8449,-5.1052,1,1,1
2016-09-20,(not set),0,0,10,11,6
2016-09-16,Livingston,55.9007,-3.5181,4,4,3
2019-05-14,Fort William,56.8198,-5.1052,1,1,1
2017-03-15,(not set),0,0,2,2,2
2019-08-28,Kilmarnock,55.6116,-4.4988,1,1,0
2019-12-29,Ayr,55.4586,-4.6292,1,1,1
2017-06-18,Dundee,56.462,-2.9707,2,2,1
2019-10-12,Livingston,55.9001,-3.5181,13,13,9
2018-04-01,Cumbernauld,55.9392,-3.9925,1,1,1
2019-02-04,Glasgow,55.8642,-4.2518,39,45,24
2019-11-23,Edinburgh,55.9533,-3.1883,82,94,53
2017-03-26,Dunfermline,56.0717,-3.4522,2,2,0
2017-06-24,Glenrothes,56.2008,-3.1599,1,1,0
2017-12-07,(not set),0,0,10,12,6
2018-03-22,Dundee,56.462,-2.9707,4,4,4
2017-05-09,Kirkintilloch,55.9419,-4.1562,3,3,2
2019-11-24,Inverness,57.4778,-4.2247,1,1,1
2017-04-20,Coatbridge,55.8642,-4.0193,1,1,1
2017-06-29,Paisley,55.8473,-4.4401,1,1,1
2018-09-01,Greenock,55.9533,-4.772,1,1,1
2019-01-27,Musselburgh,55.9457,-3.0539,2,2,2
2020-01-22,East Kilbride,55.7644,-4.177,2,3,1
2019-03-14,(not set),0,0,13,15,7
2017-04-09,Hamilton,55.7832,-4.0537,2,2,0
2016-09-21,Biggar,55.6116,-3.524,2,2,1
2018-11-28,Edinburgh,55.9565,-3.1883,41,43,30
2017-06-06,Edinburgh,55.9533,-3.1883,21,22,9
2019-10-22,Ayr,55.4586,-4.6302,1,1,1
2017-09-03,(not set),0,0,1,1,0
2017-10-10,Johnstone,55.829,-4.5139,1,1,1
2018-10-20,Greenock,55.9533,-4.772,1,1,1
2018-06-23,Kirkcaldy,56.1165,-3.1581,1,1,1
2019-10-02,Renfrew,55.8753,-4.3915,1,1,0
2017-01-09,Hamilton,55.7776,-4.0537,3,3,3
2020-01-31,Bo'ness,56.013,-3.6051,1,1,0
2017-04-30,Portlethen,57.0617,-2.1295,3,10,2
2020-01-24,Dunfermline,56.0717,-3.4522,2,2,2
2019-09-28,Perth,56.395,-3.4308,2,2,1
2017-05-01,Ayr,55.4586,-4.6292,1,1,1
2017-08-13,East Kilbride,55.7644,-4.177,1,1,1
2017-08-20,Portree,57.4125,-6.196,3,4,0
2018-05-18,Edinburgh,55.9533,-3.1883,73,87,45
2018-02-21,Dundee,56.462,-2.9707,5,6,1
2018-02-04,Kilbride,56.3755,-5.4727,1,1,1
2018-02-10,Paisley,55.8473,-4.4401,2,2,2
2018-06-06,Aberdeen,57.1497,-2.0943,3,3,3
2017-01-28,Dumbarton,55.9392,-4.5646,1,1,1
2017-12-14,Stirling,56.1168,-3.9369,2,2,2
2017-03-11,Kirkcaldy,56.1165,-3.1581,1,2,0
2018-05-06,Livingston,55.9001,-3.5181,1,1,1
2020-03-05,Johnstone,55.8373,-4.5139,1,1,1
2019-06-17,Aberdeen,57.1497,-2.0943,4,6,3
2018-12-17,Renfrew,55.8753,-4.3915,1,1,1
2018-07-31,Rutherglen,55.829,-4.2243,1,1,1
2018-05-23,Cumbernauld,55.9392,-3.9925,2,2,1
2018-09-12,Livingston,55.9001,-3.5181,4,4,3
2018-01-19,Kirkintilloch,55.9392,-4.1562,2,2,2
2018-04-19,Kirkintilloch,55.9419,-4.1562,2,2,0
2019-08-14,Kinross,56.2318,-3.4231,1,1,0
2018-04-10,Edinburgh,55.9533,-3.1883,62,67,39
2018-02-22,Kirkintilloch,55.9457,-4.1562,2,2,1
2020-02-04,Cumbernauld,55.9419,-3.9925,1,1,1
2018-04-25,Falkirk,55.9887,-3.7839,2,2,0
2017-03-28,Dunfermline,56.0717,-3.4522,2,2,2
2019-03-05,Livingston,55.9007,-3.5181,7,8,2
2016-11-23,East Kilbride,55.7644,-4.177,2,2,2
2018-06-16,Perth,56.395,-3.4308,3,3,3
2019-05-16,Musselburgh,55.9419,-3.0539,1,2,1
2018-04-20,Clydebank,55.9007,-4.4048,1,1,1
2018-08-11,Coatbridge,55.8622,-4.0193,1,1,1
2016-11-30,Falkirk,56.0019,-3.7839,3,3,0
2019-05-17,Bellshill,55.8157,-4.0265,1,1,1
2019-10-23,Portree,57.4125,-6.196,1,2,1
2019-09-08,Hamilton,55.7776,-4.0537,1,1,1
2019-06-26,Edinburgh,55.9565,-3.1883,89,103,59
2018-04-16,North Berwick,56.0584,-2.7196,1,1,1
2018-11-22,Hamilton,55.7776,-4.0537,3,3,0
2016-09-26,Aberdeen,57.1497,-2.0943,3,3,1
2017-08-04,Falkirk,56.013,-3.7839,1,1,0
2018-02-03,Dunfermline,56.0717,-3.4522,6,8,4
2018-11-03,Motherwell,55.7776,-3.9811,2,2,1
2016-09-13,Kirkintilloch,55.9419,-4.1562,1,1,1
2018-03-19,Bellshill,55.8168,-4.0265,1,1,0
2017-06-14,North Berwick,56.0584,-2.7196,1,1,1
2017-05-15,Aberdeen,57.1497,-2.0943,5,5,3
2019-06-25,Hamilton,55.7776,-4.0537,3,3,3
2018-06-08,Aberdeen,57.1497,-2.0943,3,5,2
2019-05-29,Perth,56.395,-3.4308,3,3,3
2019-06-17,Dumbarton,55.9419,-4.5646,1,1,1
2019-04-20,Stirling,56.1168,-3.9369,1,1,1
2020-02-10,Kirkcaldy,56.1168,-3.1581,1,1,0
2020-02-21,Alloa,56.1168,-3.7919,2,2,2
2018-11-08,Kirkintilloch,55.9419,-4.1562,1,1,0
2019-06-05,Stirling,56.1168,-3.9369,2,2,1
2018-02-09,Dundee,56.462,-2.9707,1,1,1
2018-06-03,Hamilton,55.7776,-4.0537,3,3,2
2019-11-18,East Kilbride,55.7644,-4.177,3,5,2
2019-12-12,Renfrew,55.8753,-4.3915,1,2,0
2016-11-08,Inverurie,57.2835,-2.374,2,2,1
2020-01-28,Paisley,55.8473,-4.4401,1,1,1
2018-04-27,Inverness,57.4778,-4.2247,1,1,0
2016-11-05,Kilwinning,55.6559,-4.7031,1,1,1
2017-01-10,Portlethen,57.0617,-2.1295,3,3,2
2018-02-23,Kirkcaldy,56.1168,-3.1581,1,1,1
2019-06-04,Johnstone,55.8367,-4.5139,1,1,0
2018-08-17,Kirkwall,58.9847,-2.9622,1,1,0
2019-11-25,Uddingston,55.8168,-4.0791,1,1,1
2018-09-27,Irvine,55.6234,-4.6696,2,3,1
2018-03-10,Kilwinning,55.6531,-4.7031,2,2,2
2017-04-05,Dumfries,55.0709,-3.6035,1,1,1
2019-01-24,Glenrothes,56.2008,-3.1599,2,2,2
2020-04-18,Hamilton,55.7776,-4.0537,1,1,0
2018-12-06,(not set),0,0,1,3,0
2018-11-07,Alloa,56.1165,-3.7919,1,1,0
2017-12-07,Kirkintilloch,55.9419,-4.1562,1,1,1
2020-04-17,Kirkcaldy,56.1165,-3.1581,1,1,1
2019-07-26,Dunfermline,56.0717,-3.4522,1,1,0
2016-12-14,Kilwinning,55.6531,-4.7031,1,1,1
2017-08-17,Cumbernauld,55.9453,-3.9925,1,1,0
2019-10-09,Hamilton,55.7832,-4.0537,3,3,2
2018-11-24,Alloa,56.1165,-3.7919,1,1,1
2018-03-27,Clydebank,55.9007,-4.4048,2,3,1
2017-08-09,Avoch,57.5667,-4.177,1,1,1
2017-07-04,Coatbridge,55.8642,-4.0193,1,1,1
2019-11-17,Alloa,56.1165,-3.7919,1,1,1
2020-04-16,Greenock,55.9565,-4.772,1,1,1
2018-04-14,Perth,56.395,-3.4308,1,2,1
2018-01-24,Aberdeen,57.1497,-2.0943,3,3,2
2020-04-22,Glasgow,55.8566,-4.2518,25,27,21
2018-07-17,Coatbridge,55.8622,-4.0193,1,1,0
2018-08-31,Perth,56.395,-3.4308,2,2,2
2017-08-20,Ayr,55.4586,-4.6302,1,1,1
2019-11-04,Greenock,55.9533,-4.772,1,1,1
2019-07-20,Motherwell,55.7832,-3.9811,3,4,0
2018-03-20,Cumbernauld,55.9453,-3.9925,3,3,3
2018-10-24,Uddingston,55.8168,-4.0791,1,1,1
2018-01-27,East Kilbride,55.7644,-4.177,2,2,0
2018-06-28,Kilmarnock,55.6116,-4.4988,1,1,0
2017-10-05,Rosyth,56.0365,-3.4231,1,4,0
2019-02-22,North Berwick,56.0584,-2.7196,1,1,1
2018-12-22,Hamilton,55.7776,-4.0537,2,3,1
2019-09-16,Glasgow,55.8642,-4.2518,42,53,33
2016-10-31,Barrhead,55.7967,-4.3977,1,1,1
2016-10-28,Fort William,56.8198,-5.1052,2,2,0
2019-06-28,Irvine,55.6147,-4.6696,1,1,1
2020-04-11,Forfar,56.6436,-2.8891,2,2,1
2019-12-22,Ayr,55.4586,-4.6292,1,1,0
2017-10-17,Aberdeen,57.1497,-2.0943,4,5,2
2017-10-22,Perth,56.395,-3.4308,2,2,1
2017-02-20,Renfrew,55.8753,-4.3915,1,1,1
2018-09-20,Glasgow,55.8622,-4.2518,48,55,26
2019-02-02,Kilmarnock,55.6234,-4.4988,2,2,0
2017-08-04,Cumbernauld,55.9457,-3.9925,1,1,1
2017-02-13,Biggar,55.6116,-3.524,1,1,0
2019-09-11,Inverness,57.4778,-4.2247,1,1,0
2016-11-24,Fort William,56.8198,-5.1052,1,1,1
2018-11-26,Aberdeen,57.1497,-2.0943,3,4,1
2017-03-19,Perth,56.395,-3.4308,4,4,3
2017-03-18,Uddingston,55.8168,-4.0791,1,1,1
2017-03-03,Kirkcaldy,56.1165,-3.1581,1,1,1
2016-11-23,Inverbervie,56.8198,-2.2798,1,1,1
2019-06-04,Edinburgh,55.9533,-3.1883,54,59,36
2019-03-25,Kilwinning,55.6531,-4.7031,1,1,1
2017-09-17,Dunfermline,56.0717,-3.4522,5,5,5
2019-10-08,East Kilbride,55.7644,-4.177,4,6,4
2016-10-21,Glasgow,55.8642,-4.2518,34,37,23
2019-06-30,Edinburgh,55.9533,-3.1883,81,100,43
2018-12-06,Paisley,55.8473,-4.4401,5,5,5
2016-12-20,Dunfermline,56.0717,-3.4522,4,4,2
2018-02-15,Arbroath,56.5591,-2.5915,1,2,1
2016-11-09,Dundee,56.462,-2.9707,4,4,3
2018-10-31,Stirling,56.1165,-3.9369,1,1,1
2018-04-01,Stonehouse,55.6987,-3.9811,1,1,1
2019-08-30,Perth,56.395,-3.4308,1,1,0
2018-09-20,Barrhead,55.7967,-4.3977,2,2,2
2019-02-19,(not set),0,0,6,10,4
2018-02-26,Dunfermline,56.0717,-3.4522,5,6,3
2019-04-27,Inverurie,57.2835,-2.374,1,1,1
2019-07-08,Rosyth,56.0365,-3.4231,1,1,1
2019-06-17,Stirling,56.1141,-3.9369,4,4,3
2017-12-21,Kirkcaldy,56.1168,-3.1581,4,4,2
2018-07-24,Greenock,55.9565,-4.772,1,1,1
2020-04-08,Dundee,56.462,-2.9707,4,4,3
2019-03-07,East Kilbride,55.7644,-4.177,4,4,3
2018-09-25,Fort William,56.8198,-5.1052,2,2,0
2018-10-03,Paisley,55.8473,-4.4401,2,2,2
2018-08-14,Hamilton,55.7832,-4.0537,1,1,1
2018-10-06,Dundee,56.462,-2.9707,1,1,1
2016-12-05,Kilmarnock,55.6147,-4.4988,1,1,1
2018-04-06,Clydebank,55.9007,-4.4048,1,1,1
2019-10-03,Johnstone,55.829,-4.5139,1,1,0
2018-07-10,Ayr,55.4586,-4.6292,1,1,1
2018-06-17,Dundee,56.462,-2.9707,4,4,1
2018-10-26,Rutherglen,55.829,-4.2247,2,2,1
2018-11-11,Hamilton,55.7776,-4.0537,4,4,1
2017-02-09,Aberdeen,57.1497,-2.0943,4,5,3
2017-06-29,Kilwinning,55.6559,-4.7031,1,2,1
2017-03-23,Coatbridge,55.8622,-4.0193,2,2,1
2018-03-20,Livingston,55.9007,-3.5181,3,3,1
2018-07-13,Paisley,55.8473,-4.4401,2,7,1
2017-02-03,Dunfermline,56.0717,-3.4522,3,4,1
2016-12-03,Inverness,57.4778,-4.2247,3,3,2
2018-07-08,Glenrothes,56.2008,-3.1599,1,1,1
2019-12-14,Glasgow,55.8642,-4.2518,51,62,28
2019-11-28,Gourock,55.9533,-4.8169,1,1,1
2019-03-07,Edinburgh,55.9533,-3.1883,81,96,46
2018-02-03,Rutherglen,55.829,-4.2247,2,2,2
2018-09-29,Paisley,55.8473,-4.4401,2,2,1
2020-03-25,Cumbernauld,55.9419,-3.9925,1,1,0
2020-02-21,Paisley,55.8473,-4.4401,12,13,10
2017-07-05,Renfrew,55.8753,-4.3915,2,4,0
2018-10-22,North Berwick,56.0584,-2.7196,1,1,1
2019-12-19,Inverurie,57.2835,-2.374,1,2,1
2020-02-07,Perth,56.395,-3.4308,2,2,1
2019-03-14,Peebles,55.6531,-3.1936,1,1,1
2019-12-01,Glasgow,55.8642,-4.2518,68,88,43
2018-05-30,Ayr,55.4586,-4.6292,1,1,0
2018-03-19,Uig,57.5953,-6.3573,1,1,1
2017-09-02,Edinburgh,55.9533,-3.1883,28,34,17
2019-10-05,Rutherglen,55.829,-4.2243,1,1,0
2018-03-26,Kilmarnock,55.6234,-4.4988,3,3,0
2019-04-05,Stirling,56.1165,-3.9369,2,2,1
2020-01-08,Barrhead,55.7958,-4.3977,1,1,1
2017-05-12,Stirling,56.1165,-3.9369,3,3,2
2019-02-01,Livingston,55.9001,-3.5181,3,3,1
2019-12-15,Dundee,56.462,-2.9707,3,4,1
2019-11-11,Kilwinning,55.6559,-4.7031,1,1,1
2017-07-16,North Berwick,56.0584,-2.7196,1,1,1
2017-11-18,Clydebank,55.9001,-4.4048,1,1,1
2017-04-07,Kirkintilloch,55.9392,-4.1562,1,1,1
2016-10-05,Falkirk,56.0019,-3.7839,1,1,0
2017-11-01,Motherwell,55.7832,-3.9811,2,2,2
2019-03-29,Edinburgh,55.9533,-3.1883,45,55,28
2019-09-18,Kirkcaldy,56.1141,-3.1581,2,2,2
2019-05-12,Paisley,55.8473,-4.4401,5,5,4
2019-09-24,Musselburgh,55.9392,-3.0539,2,2,0
2019-09-21,Musselburgh,55.9419,-3.0539,1,1,0
2019-07-17,Aberdeen,57.1497,-2.0943,3,4,3
2017-03-20,Kirkintilloch,55.9419,-4.1562,1,1,0
2020-04-18,Glasgow,55.8642,-4.2518,18,21,14
2018-01-15,Glasgow,55.8622,-4.2518,80,93,59
2018-05-21,Coatbridge,55.8642,-4.0193,2,2,2
2018-10-17,Bo'ness,56.0019,-3.6035,1,1,1
2019-08-14,Kirkintilloch,55.9457,-4.1562,1,1,0
2018-02-05,Dunfermline,56.0717,-3.4522,5,5,4
2019-10-26,Greenock,55.9533,-4.772,1,1,1
2019-05-30,Hamilton,55.7832,-4.0537,3,3,2
2019-04-24,Rosyth,56.0365,-3.4231,1,1,1
2017-09-18,Melrose,55.6,-2.7196,1,1,1
2018-10-16,Stornoway,58.2094,-6.3849,1,1,1
2018-03-22,Alloa,56.1165,-3.7919,1,1,1
2019-01-24,Dumfries,55.0709,-3.6051,2,2,0
2016-12-14,Hamilton,55.7776,-4.0537,1,1,0
2017-09-25,Dunfermline,56.0717,-3.4522,6,7,5
2020-01-21,Uddingston,55.8168,-4.0791,1,1,1
2019-03-29,Stirling,56.1141,-3.9369,3,3,2
2019-06-24,Glenrothes,56.2008,-3.1599,1,1,1
2016-10-01,Irvine,55.6116,-4.6696,1,1,1
2017-05-02,Inverurie,57.2835,-2.374,1,1,1
2017-11-01,Glasgow,55.8642,-4.2518,53,54,40
2017-11-07,Kilmacolm,55.9007,-4.6268,1,1,0
2019-09-05,Renfrew,55.8753,-4.3915,2,2,1
2019-05-21,Stornoway,58.2094,-6.3849,1,1,0
2017-08-26,Rutherglen,55.829,-4.2243,1,1,1
2019-07-19,Musselburgh,55.9392,-3.0539,2,2,1
2018-01-08,Renfrew,55.882,-4.3915,1,1,1
2019-01-31,Dumfries,55.0709,-3.6035,2,2,2
2019-07-14,Motherwell,55.7776,-3.9811,1,1,1
2019-10-30,Biggar,55.6116,-3.524,1,1,1
2017-12-06,Musselburgh,55.9457,-3.0539,2,3,2
2018-01-20,Inverness,57.4778,-4.2247,1,1,0
2018-02-26,Barrhead,55.7967,-4.3977,1,1,1
2018-04-08,Motherwell,55.7776,-3.9811,1,1,0
2019-08-22,Dunfermline,56.0717,-3.4522,6,6,2
2017-09-13,Arbroath,56.5591,-2.5915,1,1,1
2018-02-20,Clydebank,55.9001,-4.4048,1,1,1
2018-02-04,Irvine,55.6234,-4.6696,2,2,2
2019-04-04,Peebles,55.6559,-3.1936,1,1,0
2018-01-17,Dumfries,55.0709,-3.6035,2,2,1
2020-01-16,Hamilton,55.7776,-4.0537,9,11,7
2019-01-03,Gorebridge,55.829,-3.0461,1,1,1
2019-04-30,Hamilton,55.7776,-4.0537,5,7,4
2019-10-09,(not set),0,0,12,12,8
2019-08-20,Dunfermline,56.0717,-3.4522,3,3,2
2018-06-07,Inverness,57.4778,-4.2243,2,2,2
2018-07-19,Kirkcaldy,56.1165,-3.1581,2,2,2
2016-10-24,Hamilton,55.7776,-4.0537,6,6,3
2020-04-17,Rutherglen,55.8373,-4.2247,1,1,0
2019-05-26,Glasgow,55.8642,-4.2518,63,69,32
2017-09-23,Livingston,55.9007,-3.5181,1,1,1
2019-07-23,Falkirk,56.0019,-3.7839,7,7,5
2018-02-16,Dunfermline,56.0717,-3.4522,9,9,7
2019-01-30,Johnstone,55.829,-4.5139,1,1,1
2019-09-19,Edinburgh,55.9565,-3.1883,116,141,73
2018-04-15,Edinburgh,55.9533,-3.1883,28,34,19
2017-08-28,Dundee,56.462,-2.9707,3,5,2
2018-06-03,Livingston,55.9007,-3.5181,2,2,2
2018-06-29,Rutherglen,55.829,-4.2247,2,2,2
2017-03-11,Paisley,55.8473,-4.4401,2,2,2
2018-08-22,(not set),0,0,7,10,4
2019-05-12,Dunfermline,56.0717,-3.4522,3,3,3
2019-05-03,Musselburgh,55.9457,-3.0539,2,2,2
2017-11-06,Alexandria,56.0019,-4.5789,1,1,1
2017-08-19,Livingston,55.9001,-3.5181,4,4,2
2019-01-24,East Kilbride,55.761,-4.177,2,2,2
2018-06-08,Aberdeen,57.1497,-2.0943,5,6,4
2017-04-02,Irvine,55.6116,-4.6696,1,1,1
2017-09-16,Glasgow,55.8642,-4.2518,53,61,45
2019-01-09,Dundee,56.462,-2.9707,2,2,2
2017-11-22,Livingston,55.9007,-3.5181,3,5,0
2019-08-03,Rutherglen,55.8373,-4.2247,2,2,2
2016-10-06,Gorebridge,55.829,-3.0461,1,1,1
2017-02-07,Coatbridge,55.8622,-4.0193,3,5,1
2018-05-15,Kilmarnock,55.6234,-4.4988,1,1,1
2020-04-09,Greenock,55.9533,-4.772,1,1,1
2019-10-22,Glasgow,55.8622,-4.2518,45,51,33
2018-11-18,Glenrothes,56.2008,-3.1599,1,1,0
2018-02-11,Paisley,55.8473,-4.4401,1,1,1
2017-05-31,Trinity,56.7507,-2.6486,1,1,0
2018-04-10,East Kilbride,55.7644,-4.177,2,3,1
2017-08-24,Stirling,56.1165,-3.9369,1,1,1
2017-12-10,Livingston,55.9007,-3.5181,3,3,2
2019-08-09,Forres,57.5953,-3.62,1,1,1
2018-08-13,Bo'ness,56.013,-3.6035,1,1,0
2018-02-08,East Kilbride,55.7644,-4.177,3,3,2
2019-02-10,Irvine,55.6234,-4.6696,2,2,2
2019-02-18,Coatbridge,55.8642,-4.0193,5,5,4
2018-10-03,Dundee,56.462,-2.9707,3,4,1
2019-01-17,Glasgow,55.8642,-4.2518,17,18,9
2020-03-30,Elgin,57.6495,-3.3185,1,1,1
2019-07-10,Kilwinning,55.6559,-4.7031,1,1,1
2019-07-25,Hamilton,55.7832,-4.0537,1,1,1
2017-05-29,Arbroath,56.5591,-2.5915,1,1,0
2017-02-23,Cumbernauld,55.9392,-3.9925,2,2,0
2019-04-24,Coatbridge,55.8642,-4.0193,4,4,3
2019-09-11,Kirkintilloch,55.9457,-4.1562,5,6,4
2019-11-05,Alloa,56.1168,-3.7919,1,1,1
2018-01-12,Dundee,56.462,-2.9707,2,2,0
2017-05-28,Kilwinning,55.6559,-4.7031,1,1,0
2017-01-24,Stirling,56.1165,-3.9369,2,2,1
2019-11-07,Glasgow,55.8622,-4.2518,90,104,59
2019-11-23,Musselburgh,55.9457,-3.0539,2,2,0
2019-03-09,Kirkcaldy,56.1168,-3.1581,3,4,3
2018-01-11,Alexandria,56.0019,-4.5789,1,1,0
2018-11-10,Glasgow,55.8642,-4.2518,68,77,42
2019-05-29,Irvine,55.6116,-4.6696,1,1,1
2019-01-28,North Berwick,56.0584,-2.7219,2,3,1
2017-09-30,Paisley,55.8473,-4.4401,1,1,0
2019-03-06,(not set),0,0,8,9,5
2019-05-31,Montrose,56.7069,-2.4661,1,1,0
2019-01-27,Dunfermline,56.0717,-3.4522,7,8,6
2017-09-10,Dumbarton,55.9419,-4.5646,1,1,1
2017-02-28,Biggar,55.6116,-3.524,1,5,0
2018-05-31,Arbroath,56.5591,-2.5915,1,1,1
2019-07-06,Kilmarnock,55.6116,-4.4988,1,1,0
2019-05-29,Kirkintilloch,55.9392,-4.1562,1,2,1
2017-11-29,Ayr,55.4586,-4.6292,1,1,1
2016-12-05,Hamilton,55.7776,-4.0537,4,4,1
2019-01-31,Hamilton,55.7832,-4.0537,3,3,2
2017-04-28,Hamilton,55.7832,-4.0537,1,1,0
2018-09-24,Stirling,56.1165,-3.9369,2,2,2
2017-08-16,Hamilton,55.7776,-4.0537,4,4,4
2018-12-07,Dumbarton,55.9457,-4.5646,1,1,1
2017-10-10,Hamilton,55.7776,-4.0537,4,4,3
2017-11-04,Perth,56.395,-3.4308,5,9,2
2019-05-09,Dunfermline,56.0717,-3.4522,3,3,3
2020-01-16,Dunfermline,56.0717,-3.4522,4,7,2
2018-02-08,Johnstone,55.829,-4.5139,1,1,0
2017-01-10,Kirkintilloch,55.9457,-4.1562,1,1,1
2019-05-28,East Kilbride,55.7644,-4.177,2,2,2
2018-10-27,Livingston,55.9007,-3.5181,1,1,0
2017-09-13,Alloa,56.1165,-3.7919,1,1,1
2019-11-19,Aberdeen,57.1497,-2.0943,3,3,3
2018-02-24,Dunfermline,56.0717,-3.4522,4,4,4
2019-06-30,(not set),0,0,21,21,11
2019-02-26,Edinburgh,55.9533,-3.1883,87,101,52
2018-09-20,Stornoway,58.2094,-6.3849,3,6,2
2019-12-11,Dundee,56.462,-2.9707,4,4,3
2017-04-28,Fort William,56.8198,-5.1052,1,1,0
2017-04-21,Hamilton,55.7776,-4.0537,1,1,0
2019-11-17,Rutherglen,55.829,-4.2247,1,1,0
2018-06-02,Dunfermline,56.0717,-3.4522,5,6,2
2019-12-13,Dunfermline,56.0717,-3.4522,2,3,2
2017-09-27,Inverness,57.4778,-4.2243,1,1,0
2019-09-17,Alexandria,56.013,-4.5789,1,1,0
2019-11-20,Aberdeen,57.1497,-2.0943,7,7,5
2019-10-16,Fort William,56.8198,-5.1052,1,1,1
2018-04-22,Falkirk,55.9887,-3.7839,2,3,1
2017-03-14,Aberdeen,57.1497,-2.0943,9,11,7
2018-02-01,Edinburgh,55.9565,-3.1883,93,100,67
2017-11-11,Uddingston,55.8168,-4.0791,1,1,1
2018-12-28,Edinburgh,55.9533,-3.1883,28,32,14
2019-07-19,Barrhead,55.7967,-4.3977,1,1,1
2017-06-30,Falkirk,55.9887,-3.7839,1,1,0
